北海道,43.220327,142.863474,38
栃木県,36.671474,139.854727,1
千葉県,35.335416,140.183252,12
東京都,35.6804,139.769017,33
神奈川県,35.491354,139.284143,16
石川県,36.326032,136.528965,3
長野県,36.154394,137.921820,1
愛知県,35.018251,137.292389,25
三重県,33.814390,136.048705,1
京都府,35.011564,135.768149,2
大阪府,34.693725,135.502253,2
奈良県,34.685109,135.804802,1
和歌山県,33.948091,135.374536,11
福岡県,33.590184,130.401689,2
熊本県,32.859443,130.796915,5
沖縄県,26.120191,127.702501,3
